Jul 10 03:47:29.968 INFO: manager: 2.0.1
Jul 10 03:47:29.969 INFO: manager: Copyright (C) 2003-2022, Noriaki Ando and OpenRTM development team,
Jul 10 03:47:29.969 INFO: manager:   Intelligent Systems Research Institute, AIST,
Jul 10 03:47:29.969 INFO: manager: Copyright (C) 2022, Noriaki Ando and OpenRTM development team,
Jul 10 03:47:29.969 INFO: manager:   Industrial Cyber-Physical Research Center, AIST,
Jul 10 03:47:29.969 INFO: manager:   All right reserved.
Jul 10 03:47:29.969 INFO: manager: Manager starting.
Jul 10 03:47:29.969 INFO: manager: Starting local logging.
Jul 10 03:47:29.990 INFO: NamingOnCorba: Endpoint for the CORBA naming service (localhost) is 127.0.0.1.
Jul 10 03:47:29.990 INFO: NamingManager: NameServer connection succeeded: corba/localhost
Jul 10 03:47:29.991 INFO: ManagerServant: Named manager reference (INS) was successfully created.
Jul 10 03:47:34.067 WARNING: ManagerServant: Master manager not found
Jul 10 03:47:34.068 INFO: LocalServiceAdmin: All the local services are enabled.
Jul 10 03:47:34.072 INFO: ec_base: setRate(1000000.000000) done
Jul 10 03:47:34.072 INFO: ec_base: setRate(1000.000000) done
Jul 10 03:47:34.072 INFO: cal_inverse_kinematics0: 1 execution context was created.
Jul 10 03:47:34.076 INFO: cal_inverse_kinematics0: Initial active configuration set is default.
Jul 10 03:47:48.275 INFO: ManagerServant: Master manager not found
Jul 10 03:47:58.343 INFO: ManagerServant: Master manager not found
Jul 10 03:48:08.420 INFO: ManagerServant: Master manager not found
Jul 10 03:48:18.521 INFO: ManagerServant: Master manager not found
Jul 10 03:48:28.552 INFO: ManagerServant: Master manager not found
Jul 10 03:48:38.636 INFO: ManagerServant: Master manager not found
Jul 10 03:48:48.692 INFO: ManagerServant: Master manager not found
Jul 10 03:48:58.752 INFO: ManagerServant: Master manager not found
Jul 10 03:49:08.852 INFO: ManagerServant: Master manager not found
Jul 10 03:49:18.926 INFO: ManagerServant: Master manager not found
Jul 10 03:49:28.994 INFO: ManagerServant: Master manager not found
Jul 10 03:49:39.073 INFO: ManagerServant: Master manager not found
Jul 10 03:49:49.199 INFO: ManagerServant: Master manager not found
Jul 10 03:49:59.163 INFO: ManagerServant: Master manager not found
Jul 10 03:50:09.224 INFO: ManagerServant: Master manager not found
Jul 10 03:50:19.325 INFO: ManagerServant: Master manager not found
Jul 10 03:50:29.330 INFO: ManagerServant: Master manager not found
Jul 10 03:50:39.435 INFO: ManagerServant: Master manager not found
Jul 10 03:50:49.409 INFO: ManagerServant: Master manager not found
Jul 10 03:50:59.480 INFO: ManagerServant: Master manager not found
Jul 10 03:51:09.569 INFO: ManagerServant: Master manager not found
Jul 10 03:51:19.564 INFO: ManagerServant: Master manager not found
Jul 10 03:51:29.633 INFO: ManagerServant: Master manager not found
Jul 10 03:51:39.733 INFO: ManagerServant: Master manager not found
Jul 10 03:51:49.812 INFO: ManagerServant: Master manager not found
Jul 10 03:51:59.885 INFO: ManagerServant: Master manager not found
Jul 10 03:52:10.020 INFO: ManagerServant: Master manager not found
Jul 10 03:52:20.017 INFO: ManagerServant: Master manager not found
Jul 10 03:52:30.118 INFO: ManagerServant: Master manager not found
Jul 10 03:52:40.224 INFO: ManagerServant: Master manager not found
Jul 10 03:52:50.310 INFO: ManagerServant: Master manager not found
Jul 10 03:53:00.434 INFO: ManagerServant: Master manager not found
Jul 10 03:53:10.431 INFO: ManagerServant: Master manager not found
Jul 10 03:53:20.510 INFO: ManagerServant: Master manager not found
Jul 10 03:53:30.601 INFO: ManagerServant: Master manager not found
Jul 10 03:53:40.724 INFO: ManagerServant: Master manager not found
Jul 10 03:53:50.790 INFO: ManagerServant: Master manager not found
Jul 10 03:54:00.874 INFO: ManagerServant: Master manager not found
Jul 10 03:54:10.918 INFO: ManagerServant: Master manager not found
Jul 10 03:54:20.969 INFO: ManagerServant: Master manager not found
Jul 10 03:54:31.011 INFO: ManagerServant: Master manager not found
Jul 10 03:54:41.085 INFO: ManagerServant: Master manager not found
Jul 10 03:54:51.133 INFO: ManagerServant: Master manager not found
Jul 10 03:55:01.185 INFO: ManagerServant: Master manager not found
Jul 10 03:55:11.267 INFO: ManagerServant: Master manager not found
Jul 10 03:55:21.299 INFO: ManagerServant: Master manager not found
Jul 10 03:55:31.352 INFO: ManagerServant: Master manager not found
Jul 10 03:55:41.421 INFO: ManagerServant: Master manager not found
Jul 10 03:55:51.521 INFO: ManagerServant: Master manager not found
Jul 10 03:56:01.594 INFO: ManagerServant: Master manager not found
Jul 10 03:56:11.670 INFO: ManagerServant: Master manager not found
Jul 10 03:56:21.748 INFO: ManagerServant: Master manager not found
Jul 10 03:56:31.800 INFO: ManagerServant: Master manager not found
Jul 10 03:56:41.851 INFO: ManagerServant: Master manager not found
Jul 10 03:56:51.930 INFO: ManagerServant: Master manager not found
Jul 10 03:57:01.991 INFO: ManagerServant: Master manager not found
Jul 10 03:57:12.099 INFO: ManagerServant: Master manager not found
Jul 10 03:57:22.180 INFO: ManagerServant: Master manager not found
Jul 10 03:57:32.256 INFO: ManagerServant: Master manager not found
Jul 10 03:57:42.326 INFO: ManagerServant: Master manager not found
Jul 10 03:57:52.416 INFO: ManagerServant: Master manager not found
Jul 10 03:58:02.400 INFO: ManagerServant: Master manager not found
Jul 10 03:58:12.435 INFO: ManagerServant: Master manager not found
Jul 10 03:58:22.538 INFO: ManagerServant: Master manager not found
Jul 10 03:58:32.635 INFO: ManagerServant: Master manager not found
Jul 10 03:58:42.689 INFO: ManagerServant: Master manager not found
Jul 10 03:58:52.790 INFO: ManagerServant: Master manager not found
