Jul 23 09:52:34.957 INFO: manager: 2.0.1
Jul 23 09:52:34.957 INFO: manager: Copyright (C) 2003-2022, Noriaki Ando and OpenRTM development team,
Jul 23 09:52:34.958 INFO: manager:   Intelligent Systems Research Institute, AIST,
Jul 23 09:52:34.958 INFO: manager: Copyright (C) 2022, Noriaki Ando and OpenRTM development team,
Jul 23 09:52:34.958 INFO: manager:   Industrial Cyber-Physical Research Center, AIST,
Jul 23 09:52:34.958 INFO: manager:   All right reserved.
Jul 23 09:52:34.958 INFO: manager: Manager starting.
Jul 23 09:52:34.958 INFO: manager: Starting local logging.
Jul 23 09:52:34.981 INFO: NamingOnCorba: Endpoint for the CORBA naming service (localhost) is 127.0.0.1.
Jul 23 09:52:34.981 INFO: NamingManager: NameServer connection succeeded: corba/localhost
Jul 23 09:52:34.988 INFO: ManagerServant: Named manager reference (INS) was successfully created.
Jul 23 09:52:39.088 WARNING: ManagerServant: Master manager not found
Jul 23 09:52:39.091 INFO: LocalServiceAdmin: All the local services are enabled.
Jul 23 09:52:39.127 INFO: ec_base: setRate(1000000.000000) done
Jul 23 09:52:39.128 INFO: ec_base: setRate(1000.000000) done
Jul 23 09:52:39.129 INFO: cal_inverse_kinematics0: 1 execution context was created.
Jul 23 09:52:39.165 INFO: cal_inverse_kinematics0: Initial active configuration set is default.
Jul 23 09:52:53.294 INFO: ManagerServant: Master manager not found
Jul 23 09:53:03.384 INFO: ManagerServant: Master manager not found
Jul 23 09:53:13.489 INFO: ManagerServant: Master manager not found
Jul 23 09:53:23.559 INFO: ManagerServant: Master manager not found
Jul 23 09:53:33.664 INFO: ManagerServant: Master manager not found
Jul 23 09:53:43.697 INFO: ManagerServant: Master manager not found
Jul 23 09:53:53.800 INFO: ManagerServant: Master manager not found
Jul 23 09:54:03.873 INFO: ManagerServant: Master manager not found
Jul 23 09:54:13.966 INFO: ManagerServant: Master manager not found
Jul 23 09:54:24.047 INFO: ManagerServant: Master manager not found
Jul 23 09:54:34.131 INFO: ManagerServant: Master manager not found
Jul 23 09:54:44.218 INFO: ManagerServant: Master manager not found
Jul 23 09:54:54.307 INFO: ManagerServant: Master manager not found
