Jul 05 07:59:23.967 INFO: manager: 2.0.1
Jul 05 07:59:23.967 INFO: manager: Copyright (C) 2003-2022, Noriaki Ando and OpenRTM development team,
Jul 05 07:59:23.967 INFO: manager:   Intelligent Systems Research Institute, AIST,
Jul 05 07:59:23.967 INFO: manager: Copyright (C) 2022, Noriaki Ando and OpenRTM development team,
Jul 05 07:59:23.968 INFO: manager:   Industrial Cyber-Physical Research Center, AIST,
Jul 05 07:59:23.968 INFO: manager:   All right reserved.
Jul 05 07:59:23.968 INFO: manager: Manager starting.
Jul 05 07:59:23.968 INFO: manager: Starting local logging.
Jul 05 07:59:23.984 INFO: NamingOnCorba: Endpoint for the CORBA naming service (localhost) is 127.0.0.1.
Jul 05 07:59:23.984 INFO: NamingManager: NameServer connection succeeded: corba/localhost
Jul 05 07:59:23.985 INFO: ManagerServant: Named manager reference (INS) was successfully created.
Jul 05 07:59:28.046 WARNING: ManagerServant: Master manager not found
Jul 05 07:59:28.046 INFO: LocalServiceAdmin: All the local services are enabled.
Jul 05 07:59:28.047 INFO: ec_base: setRate(1000000.000000) done
Jul 05 07:59:28.047 INFO: ec_base: setRate(1000.000000) done
Jul 05 07:59:28.047 INFO: sender0: 1 execution context was created.
Jul 05 07:59:28.047 INFO: sender0: Initial active configuration set is default.
Jul 05 07:59:42.230 INFO: ManagerServant: Master manager not found
Jul 05 07:59:52.330 INFO: ManagerServant: Master manager not found
Jul 05 08:00:02.340 INFO: ManagerServant: Master manager not found
Jul 05 08:00:12.334 INFO: ManagerServant: Master manager not found
Jul 05 08:00:22.416 INFO: ManagerServant: Master manager not found
Jul 05 08:00:32.412 INFO: ManagerServant: Master manager not found
Jul 05 08:00:37.607 WARNING: sender: Dead connection: 5186598b-4927-4ac1-b904-598b9b2dbb21
Jul 05 08:00:39.647 ERROR: ec_base: The component is not responding.
Jul 05 08:00:39.647 ERROR: ec_base: Unknown error: Invalid state transition.
Jul 05 08:00:39.648 WARNING: sender: Exception caught: minor code(1096024066).
Jul 05 08:00:42.535 INFO: ManagerServant: Master manager not found
Jul 05 08:00:52.609 INFO: ManagerServant: Master manager not found
Jul 05 08:01:02.662 INFO: ManagerServant: Master manager not found
Jul 05 08:01:12.745 INFO: ManagerServant: Master manager not found
Jul 05 08:01:22.802 INFO: ManagerServant: Master manager not found
Jul 05 08:01:32.861 INFO: ManagerServant: Master manager not found
Jul 05 08:01:42.917 INFO: ManagerServant: Master manager not found
Jul 05 08:01:52.918 INFO: ManagerServant: Master manager not found
Jul 05 08:02:02.991 INFO: ManagerServant: Master manager not found
Jul 05 08:02:13.081 INFO: ManagerServant: Master manager not found
Jul 05 08:02:23.139 INFO: ManagerServant: Master manager not found
Jul 05 08:02:33.208 INFO: ManagerServant: Master manager not found
Jul 05 08:02:43.266 INFO: ManagerServant: Master manager not found
Jul 05 08:02:53.315 INFO: ManagerServant: Master manager not found
Jul 05 08:03:03.374 INFO: ManagerServant: Master manager not found
Jul 05 08:03:13.452 INFO: ManagerServant: Master manager not found
Jul 05 08:03:23.521 INFO: ManagerServant: Master manager not found
Jul 05 08:03:33.580 INFO: ManagerServant: Master manager not found
Jul 05 08:03:43.632 INFO: ManagerServant: Master manager not found
Jul 05 08:03:53.695 INFO: ManagerServant: Master manager not found
Jul 05 08:04:03.772 INFO: ManagerServant: Master manager not found
Jul 05 08:04:13.841 INFO: ManagerServant: Master manager not found
Jul 05 08:04:23.909 INFO: ManagerServant: Master manager not found
Jul 05 08:04:33.970 INFO: ManagerServant: Master manager not found
Jul 05 08:04:44.074 INFO: ManagerServant: Master manager not found
Jul 05 08:04:54.012 INFO: ManagerServant: Master manager not found
Jul 05 08:05:04.077 INFO: ManagerServant: Master manager not found
Jul 05 08:05:14.107 INFO: ManagerServant: Master manager not found
Jul 05 08:05:24.181 INFO: ManagerServant: Master manager not found
Jul 05 08:05:34.170 INFO: ManagerServant: Master manager not found
Jul 05 08:05:44.183 INFO: ManagerServant: Master manager not found
Jul 05 08:05:54.245 INFO: ManagerServant: Master manager not found
Jul 05 08:06:04.294 INFO: ManagerServant: Master manager not found
Jul 05 08:06:14.325 INFO: ManagerServant: Master manager not found
Jul 05 08:06:24.381 INFO: ManagerServant: Master manager not found
Jul 05 08:06:34.426 INFO: ManagerServant: Master manager not found
Jul 05 08:06:44.483 INFO: ManagerServant: Master manager not found
Jul 05 08:06:54.529 INFO: ManagerServant: Master manager not found
Jul 05 08:07:04.573 INFO: ManagerServant: Master manager not found
Jul 05 08:07:14.628 INFO: ManagerServant: Master manager not found
Jul 05 08:07:24.677 INFO: ManagerServant: Master manager not found
Jul 05 08:07:34.753 INFO: ManagerServant: Master manager not found
Jul 05 08:07:44.811 INFO: ManagerServant: Master manager not found
Jul 05 08:07:54.860 INFO: ManagerServant: Master manager not found
Jul 05 08:08:04.898 INFO: ManagerServant: Master manager not found
Jul 05 08:08:14.978 INFO: ManagerServant: Master manager not found
Jul 05 08:08:25.026 INFO: ManagerServant: Master manager not found
Jul 05 08:08:35.100 INFO: ManagerServant: Master manager not found
Jul 05 08:08:45.192 INFO: ManagerServant: Master manager not found
Jul 05 08:08:55.242 INFO: ManagerServant: Master manager not found
Jul 05 08:09:05.326 INFO: ManagerServant: Master manager not found
Jul 05 08:09:15.399 INFO: ManagerServant: Master manager not found
Jul 05 08:09:25.438 INFO: ManagerServant: Master manager not found
Jul 05 08:09:35.503 INFO: ManagerServant: Master manager not found
Jul 05 08:09:45.604 INFO: ManagerServant: Master manager not found
Jul 05 08:09:55.654 INFO: ManagerServant: Master manager not found
Jul 05 08:10:05.709 INFO: ManagerServant: Master manager not found
Jul 05 08:10:15.776 INFO: ManagerServant: Master manager not found
Jul 05 08:10:25.844 INFO: ManagerServant: Master manager not found
Jul 05 08:10:35.898 INFO: ManagerServant: Master manager not found
Jul 05 08:10:45.951 INFO: ManagerServant: Master manager not found
Jul 05 08:10:55.970 INFO: ManagerServant: Master manager not found
Jul 05 08:11:06.024 INFO: ManagerServant: Master manager not found
Jul 05 08:11:16.076 INFO: ManagerServant: Master manager not found
Jul 05 08:11:26.131 INFO: ManagerServant: Master manager not found
Jul 05 08:11:36.176 INFO: ManagerServant: Master manager not found
Jul 05 08:11:46.224 INFO: ManagerServant: Master manager not found
Jul 05 08:11:56.284 INFO: ManagerServant: Master manager not found
Jul 05 08:12:06.328 INFO: ManagerServant: Master manager not found
Jul 05 08:12:16.398 INFO: ManagerServant: Master manager not found
Jul 05 08:12:26.437 INFO: ManagerServant: Master manager not found
Jul 05 08:12:36.532 INFO: ManagerServant: Master manager not found
Jul 05 08:12:46.606 INFO: ManagerServant: Master manager not found
Jul 05 08:12:56.671 INFO: ManagerServant: Master manager not found
Jul 05 08:13:06.732 INFO: ManagerServant: Master manager not found
Jul 05 08:13:16.791 INFO: ManagerServant: Master manager not found
Jul 05 08:13:26.874 INFO: ManagerServant: Master manager not found
Jul 05 08:13:36.934 INFO: ManagerServant: Master manager not found
Jul 05 08:13:47.006 INFO: ManagerServant: Master manager not found
Jul 05 08:13:57.064 INFO: ManagerServant: Master manager not found
Jul 05 08:14:07.110 INFO: ManagerServant: Master manager not found
Jul 05 08:14:17.178 INFO: ManagerServant: Master manager not found
Jul 05 08:14:27.211 INFO: ManagerServant: Master manager not found
Jul 05 08:14:37.236 INFO: ManagerServant: Master manager not found
Jul 05 08:14:47.271 INFO: ManagerServant: Master manager not found
Jul 05 08:14:57.345 INFO: ManagerServant: Master manager not found
Jul 05 08:15:07.374 INFO: ManagerServant: Master manager not found
Jul 05 08:15:17.433 INFO: ManagerServant: Master manager not found
